player,season,team,league,pos_,age_,Playing Time_Min,primary_role,secondary_role,primary_role_similarity,secondary_role_similarity,role_confidence,role_ambiguity,primary_role_cluster,secondary_role_cluster
Rani Khedira,2324,Union Berlin,GER-Bundesliga,MF,29.0,1343,Defensive Anchor,Ball Progressor,38.9,24.5,14.4,85.6,0,1
Jens Stage,2324,Werder Bremen,GER-Bundesliga,MF,26.0,2327,Defensive Anchor,Ball Progressor,34.3,27.1,7.2,92.8,0,1
Leonardo Bittencourt,2324,Werder Bremen,GER-Bundesliga,MF,29.0,1578,Ball Progressor,Box-to-Box Engine,31.0,25.9,5.1,94.9,1,3
Romano Schmid,2324,Werder Bremen,GER-Bundesliga,"MF,FW",23.0,2601,Creative Playmaker,Ball Progressor,35.1,27.1,8.0,92.0,2,1
Senne Lynen,2324,Werder Bremen,GER-Bundesliga,MF,24.0,1797,Defensive Anchor,Box-to-Box Engine,35.2,24.3,10.9,89.1,0,3
Aster Vranckx,2324,Wolfsburg,GER-Bundesliga,MF,20.0,1153,Defensive Anchor,Box-to-Box Engine,42.3,22.6,19.7,80.3,0,3
Lovro Majer,2324,Wolfsburg,GER-Bundesliga,"MF,FW",25.0,2106,Creative Playmaker,Ball Progressor,34.8,28.8,6.0,94.0,2,1
Mattias Svanberg,2324,Wolfsburg,GER-Bundesliga,MF,24.0,1715,Ball Progressor,Box-to-Box Engine,29.2,26.3,2.9,97.1,1,3
Maximilian Arnold,2324,Wolfsburg,GER-Bundesliga,MF,29.0,2506,Box-to-Box Engine,Defensive Anchor,30.1,27.4,2.7,97.3,3,0
Yannick Gerhardt,2324,Wolfsburg,GER-Bundesliga,"MF,DF",29.0,1630,Ball Progressor,Defensive Anchor,31.5,26.8,4.7,95.3,1,0
Alexis Claude-Maurice,2425,Augsburg,GER-Bundesliga,"MF,FW",26.0,2109,Ball Progressor,Creative Playmaker,35.4,23.1,12.3,87.7,1,2
Arne Maier,2425,Augsburg,GER-Bundesliga,MF,25.0,938,Ball Progressor,Creative Playmaker,27.9,27.4,0.5,99.5,1,2
Elvis Rexhbeçaj,2425,Augsburg,GER-Bundesliga,MF,26.0,1785,Ball Progressor,Defensive Anchor,32.8,25.3,7.5,92.5,1,0
Frank Onyeka,2425,Augsburg,GER-Bundesliga,MF,26.0,2586,Defensive Anchor,Ball Progressor,35.8,27.7,8.1,91.9,0,1
Kristijan Jakić,2425,Augsburg,GER-Bundesliga,MF,27.0,2306,Defensive Anchor,Ball Progressor,39.6,24.3,15.3,84.7,0,1
Niklas Dorsch,2425,Augsburg,GER-Bundesliga,MF,26.0,1335,Defensive Anchor,Ball Progressor,28.1,27.0,1.1,98.9,0,1
Aleksandar Pavlovic,2425,Bayern Munich,GER-Bundesliga,MF,20.0,1451,Box-to-Box Engine,Defensive Anchor,31.8,26.2,5.6,94.4,3,0
Jamal Musiala,2425,Bayern Munich,GER-Bundesliga,MF,21.0,1798,Creative Playmaker,Ball Progressor,35.7,24.9,10.8,89.2,2,1
Joshua Kimmich,2425,Bayern Munich,GER-Bundesliga,MF,29.0,2847,Box-to-Box Engine,Creative Playmaker,29.7,28.0,1.7,98.3,3,2
Leon Goretzka,2425,Bayern Munich,GER-Bundesliga,"MF,DF",29.0,1325,Box-to-Box Engine,Defensive Anchor,32.1,23.8,8.3,91.7,3,0
Thomas Müller,2425,Bayern Munich,GER-Bundesliga,"MF,FW",34.0,1225,Creative Playmaker,Ball Progressor,34.6,26.3,8.3,91.7,2,1
Anthony Losilla,2425,Bochum,GER-Bundesliga,MF,38.0,1137,Defensive Anchor,Ball Progressor,34.1,26.1,8.0,92.0,0,1
Dani de Wit,2425,Bochum,GER-Bundesliga,"MF,FW",26.0,1153,Ball Progressor,Defensive Anchor,30.6,29.1,1.5,98.5,1,0
Ibrahima Sissoko,2425,Bochum,GER-Bundesliga,MF,26.0,2610,Defensive Anchor,Ball Progressor,40.0,24.9,15.1,84.9,0,1
Matúš Bero,2425,Bochum,GER-Bundesliga,MF,28.0,2565,Ball Progressor,Box-to-Box Engine,32.0,24.3,7.7,92.3,1,3
Tom Krauß,2425,Bochum,GER-Bundesliga,MF,23.0,1077,Box-to-Box Engine,Defensive Anchor,30.6,30.2,0.4,99.6,3,0
Felix Nmecha,2425,Dortmund,GER-Bundesliga,MF,23.0,1509,Defensive Anchor,Box-to-Box Engine,31.9,28.2,3.7,96.3,0,3
Julian Brandt,2425,Dortmund,GER-Bundesliga,MF,28.0,2303,Creative Playmaker,Ball Progressor,40.7,24.6,16.1,83.9,2,1
Marcel Sabitzer,2425,Dortmund,GER-Bundesliga,MF,30.0,1616,Ball Progressor,Defensive Anchor,32.3,26.0,6.3,93.7,1,0
Pascal Groß,2425,Dortmund,GER-Bundesliga,"MF,DF",33.0,2327,Creative Playmaker,Box-to-Box Engine,28.3,26.3,2.0,98.0,2,3
Ansgar Knauff,2425,Eint Frankfurt,GER-Bundesliga,"MF,DF",22.0,1597,Creative Playmaker,Ball Progressor,33.8,29.0,4.8,95.2,2,1
Ellyes Skhiri,2425,Eint Frankfurt,GER-Bundesliga,MF,29.0,2231,Defensive Anchor,Box-to-Box Engine,36.9,24.9,12.0,88.0,0,3
Fares Chaïbi,2425,Eint Frankfurt,GER-Bundesliga,"MF,FW",21.0,1013,Creative Playmaker,Ball Progressor,33.6,27.5,6.1,93.9,2,1
Hugo Larsson,2425,Eint Frankfurt,GER-Bundesliga,MF,20.0,2393,Defensive Anchor,Ball Progressor,37.1,25.2,11.9,88.1,0,1
Jean Mattéo Bahoya,2425,Eint Frankfurt,GER-Bundesliga,"MF,FW",19.0,921,Creative Playmaker,Ball Progressor,29.5,28.8,0.7,99.3,2,1
Mario Götze,2425,Eint Frankfurt,GER-Bundesliga,"MF,FW",32.0,1542,Ball Progressor,Creative Playmaker,33.1,24.1,9.0,91.0,1,2
Eren Dinkçi,2425,Freiburg,GER-Bundesliga,"MF,FW",22.0,1196,Ball Progressor,Defensive Anchor,36.5,21.6,14.9,85.1,1,0
Maximilian Eggestein,2425,Freiburg,GER-Bundesliga,MF,27.0,2845,Defensive Anchor,Ball Progressor,41.1,23.7,17.4,82.6,0,1
Merlin Röhl,2425,Freiburg,GER-Bundesliga,"MF,FW",22.0,965,Ball Progressor,Defensive Anchor,36.3,24.2,12.1,87.9,1,0
Patrick Osterhage,2425,Freiburg,GER-Bundesliga,MF,24.0,2267,Defensive Anchor,Ball Progressor,33.6,29.7,3.9,96.1,0,1
Alassane Pléa,2425,Gladbach,GER-Bundesliga,"MF,FW",31.0,1902,Creative Playmaker,Ball Progressor,33.1,27.7,5.4,94.6,2,1
Julian Weigl,2425,Gladbach,GER-Bundesliga,MF,28.0,2881,Defensive Anchor,Box-to-Box Engine,36.6,25.1,11.5,88.5,0,3
Kevin Stöger,2425,Gladbach,GER-Bundesliga,MF,30.0,1551,Creative Playmaker,Box-to-Box Engine,36.0,23.5,12.5,87.5,2,3
Philipp Sander,2425,Gladbach,GER-Bundesliga,MF,26.0,1400,Defensive Anchor,Box-to-Box Engine,43.4,22.1,21.3,78.7,0,3
Rocco Reitz,2425,Gladbach,GER-Bundesliga,MF,22.0,1830,Defensive Anchor,Box-to-Box Engine,33.2,25.9,7.3,92.7,0,3
Adrian Beck,2425,Heidenheim,GER-Bundesliga,"MF,FW",27.0,1598,Ball Progressor,Box-to-Box Engine,30.9,25.0,5.9,94.1,1,3
Jan Schöppner,2425,Heidenheim,GER-Bundesliga,MF,25.0,2681,Defensive Anchor,Ball Progressor,35.5,27.9,7.6,92.4,0,1
Niklas Dorsch,2425,Heidenheim,GER-Bundesliga,MF,26.0,1335,Defensive Anchor,Ball Progressor,31.7,28.3,3.4,96.6,0,1
Paul Wanner,2425,Heidenheim,GER-Bundesliga,"MF,FW",18.0,1771,Ball Progressor,Defensive Anchor,37.5,23.2,14.3,85.7,1,0
Andrej Kramarić,2425,Hoffenheim,GER-Bundesliga,"MF,FW",33.0,2767,Creative Playmaker,Ball Progressor,34.2,28.6,5.6,94.4,2,1
Anton Stach,2425,Hoffenheim,GER-Bundesliga,"MF,DF",25.0,2585,Defensive Anchor,Box-to-Box Engine,31.9,30.6,1.3,98.7,0,3
Tom Bischof,2425,Hoffenheim,GER-Bundesliga,"MF,FW",19.0,2559,Box-to-Box Engine,Ball Progressor,28.2,26.3,1.9,98.1,3,1
Armin Gigovic,2425,Holstein Kiel,GER-Bundesliga,MF,22.0,1895,Ball Progressor,Defensive Anchor,32.0,28.9,3.1,96.9,1,0
Lewis Holtby,2425,Holstein Kiel,GER-Bundesliga,MF,33.0,1238,Defensive Anchor,Ball Progressor,32.3,26.7,5.6,94.4,0,1
Magnus Knudsen,2425,Holstein Kiel,GER-Bundesliga,MF,23.0,1850,Defensive Anchor,Ball Progressor,32.7,28.3,4.4,95.6,0,1
Nicolai Remberg,2425,Holstein Kiel,GER-Bundesliga,MF,24.0,2417,Defensive Anchor,Ball Progressor,35.0,26.4,8.6,91.4,0,1
Steven Skrzybski,2425,Holstein Kiel,GER-Bundesliga,"MF,FW",31.0,1323,Ball Progressor,Creative Playmaker,31.7,27.1,4.6,95.4,1,2
Aleix García,2425,Leverkusen,GER-Bundesliga,MF,27.0,1455,Box-to-Box Engine,Creative Playmaker,28.4,26.9,1.5,98.5,3,2
Exequiel Palacios,2425,Leverkusen,GER-Bundesliga,MF,25.0,1155,Box-to-Box Engine,Creative Playmaker,29.3,26.3,3.0,97.0,3,2
Florian Wirtz,2425,Leverkusen,GER-Bundesliga,"MF,FW",21.0,2351,Creative Playmaker,Ball Progressor,37.4,23.4,14.0,86.0,2,1
Granit Xhaka,2425,Leverkusen,GER-Bundesliga,MF,31.0,2888,Box-to-Box Engine,Ball Progressor,32.6,22.9,9.7,90.3,3,1
Nathan Tella,2425,Leverkusen,GER-Bundesliga,"MF,FW",25.0,1359,Ball Progressor,Creative Playmaker,34.6,25.0,9.6,90.4,1,2
Robert Andrich,2425,Leverkusen,GER-Bundesliga,"MF,DF",29.0,1598,Defensive Anchor,Ball Progressor,35.1,25.3,9.8,90.2,0,1
Kaishu Sano,2425,Mainz 05,GER-Bundesliga,MF,23.0,3043,Defensive Anchor,Box-to-Box Engine,39.1,24.3,14.8,85.2,0,3
Lee Jae-sung,2425,Mainz 05,GER-Bundesliga,MF,31.0,2650,Ball Progressor,Defensive Anchor,35.4,22.3,13.1,86.9,1,0
Nadiem Amiri,2425,Mainz 05,GER-Bundesliga,MF,27.0,2473,Creative Playmaker,Box-to-Box Engine,30.4,27.3,3.1,96.9,2,3
Paul Nebel,2425,Mainz 05,GER-Bundesliga,MF,21.0,2345,Ball Progressor,Creative Playmaker,29.8,29.7,0.1,99.9,1,2
Amadou Haidara,2425,RB Leipzig,GER-Bundesliga,MF,26.0,1320,Defensive Anchor,Box-to-Box Engine,34.8,26.5,8.3,91.7,0,3
Antonio Nusa,2425,RB Leipzig,GER-Bundesliga,"MF,DF",19.0,1558,Ball Progressor,Creative Playmaker,37.6,24.1,13.5,86.5,1,2
Arthur Vermeeren,2425,RB Leipzig,GER-Bundesliga,MF,19.0,1572,Defensive Anchor,Ball Progressor,35.5,24.7,10.8,89.2,0,1
Christoph Baumgartner,2425,RB Leipzig,GER-Bundesliga,MF,24.0,1610,Ball Progressor,Defensive Anchor,32.4,24.1,8.3,91.7,1,0
Elif Elmas,2425,RB Leipzig,GER-Bundesliga,MF,24.0,1021,Ball Progressor,Defensive Anchor,26.4,25.8,0.6,99.4,1,0
Kevin Kampl,2425,RB Leipzig,GER-Bundesliga,MF,33.0,1593,Box-to-Box Engine,Defensive Anchor,32.6,24.7,7.9,92.1,3,0
Nicolas Seiwald,2425,RB Leipzig,GER-Bundesliga,"MF,DF",23.0,2084,Defensive Anchor,Box-to-Box Engine,32.2,28.2,4.0,96.0,0,3
Xavi Simons,2425,RB Leipzig,GER-Bundesliga,MF,21.0,2150,Creative Playmaker,Ball Progressor,41.7,22.8,18.9,81.1,2,1
Carlo Boukhalfa,2425,St. Pauli,GER-Bundesliga,MF,25.0,1646,Ball Progressor,Defensive Anchor,31.6,30.3,1.3,98.7,1,0
Jackson Irvine,2425,St. Pauli,GER-Bundesliga,MF,31.0,2610,Defensive Anchor,Ball Progressor,34.3,27.8,6.5,93.5,0,1
Manolis Saliakas,2425,St. Pauli,GER-Bundesliga,"MF,DF",27.0,2314,Ball Progressor,Defensive Anchor,30.9,27.6,3.3,96.7,1,0
Philipp Treu,2425,St. Pauli,GER-Bundesliga,"MF,DF",23.0,2881,Ball Progressor,Defensive Anchor,31.7,28.7,3.0,97.0,1,0
Angelo Stiller,2425,Stuttgart,GER-Bundesliga,MF,23.0,2741,Box-to-Box Engine,Creative Playmaker,32.0,24.8,7.2,92.8,3,2
Atakan Karazor,2425,Stuttgart,GER-Bundesliga,MF,27.0,2618,Defensive Anchor,Box-to-Box Engine,39.3,26.2,13.1,86.9,0,3
Chris Führich,2425,Stuttgart,GER-Bundesliga,"MF,FW",26.0,1981,Creative Playmaker,Ball Progressor,35.4,25.9,9.5,90.5,2,1
Enzo Millot,2425,Stuttgart,GER-Bundesliga,"MF,FW",22.0,1843,Creative Playmaker,Ball Progressor,32.4,28.1,4.3,95.7,2,1
Jamie Leweling,2425,Stuttgart,GER-Bundesliga,"MF,FW",23.0,1663,Ball Progressor,Creative Playmaker,31.3,28.2,3.1,96.9,1,2
Aljoscha Kemlein,2425,Union Berlin,GER-Bundesliga,MF,19.0,922,Defensive Anchor,Ball Progressor,33.5,27.0,6.5,93.5,0,1
András Schäfer,2425,Union Berlin,GER-Bundesliga,MF,25.0,1534,Defensive Anchor,Ball Progressor,35.1,26.1,9.0,91.0,0,1
Janik Haberer,2425,Union Berlin,GER-Bundesliga,"MF,DF",30.0,1696,Defensive Anchor,Ball Progressor,33.8,27.8,6.0,94.0,0,1
Jeong Woo-yeong,2425,Union Berlin,GER-Bundesliga,"MF,FW",24.0,1263,Ball Progressor,Creative Playmaker,34.3,28.7,5.6,94.4,1,2
Rani Khedira,2425,Union Berlin,GER-Bundesliga,MF,30.0,2723,Defensive Anchor,Ball Progressor,37.7,25.6,12.1,87.9,0,1
Jens Stage,2425,Werder Bremen,GER-Bundesliga,MF,27.0,2204,Ball Progressor,Creative Playmaker,29.7,23.7,6.0,94.0,1,2
Leonardo Bittencourt,2425,Werder Bremen,GER-Bundesliga,MF,30.0,982,Ball Progressor,Box-to-Box Engine,28.0,25.8,2.2,97.8,1,3
Romano Schmid,2425,Werder Bremen,GER-Bundesliga,MF,24.0,2834,Creative Playmaker,Box-to-Box Engine,36.9,23.3,13.6,86.4,2,3
Senne Lynen,2425,Werder Bremen,GER-Bundesliga,MF,25.0,2733,Defensive Anchor,Box-to-Box Engine,39.4,23.0,16.4,83.6,0,3
Bence Dárdai,2425,Wolfsburg,GER-Bundesliga,MF,18.0,1304,Defensive Anchor,Ball Progressor,31.4,29.9,1.5,98.5,0,1
Mattias Svanberg,2425,Wolfsburg,GER-Bundesliga,MF,25.0,1219,Ball Progressor,Defensive Anchor,33.6,25.6,8.0,92.0,1,0
Maximilian Arnold,2425,Wolfsburg,GER-Bundesliga,MF,30.0,2356,Ball Progressor,Defensive Anchor,27.8,26.1,1.7,98.3,1,0
Patrick Wimmer,2425,Wolfsburg,GER-Bundesliga,"MF,FW",23.0,1770,Ball Progressor,Box-to-Box Engine,29.9,24.7,5.2,94.8,1,3
Yannick Gerhardt,2425,Wolfsburg,GER-Bundesliga,"MF,DF",30.0,1518,Ball Progressor,Defensive Anchor,30.4,28.5,1.9,98.1,1,0
Bryan Cristante,1718,Atalanta,ITA-Serie A,MF,22.0,2824,Ball Progressor,Box-to-Box Engine,28.2,26.9,1.3,98.7,1,3
Jasmin Kurtić,1718,Atalanta,ITA-Serie A,MF,28.0,1440,Ball Progressor,Defensive Anchor,36.1,22.7,13.4,86.6,1,0
Josip Iličić,1718,Atalanta,ITA-Serie A,"MF,FW",29.0,2002,Creative Playmaker,Ball Progressor,37.5,23.0,14.5,85.5,2,1
Marten de Roon,1718,Atalanta,ITA-Serie A,MF,26.0,2571,Box-to-Box Engine,Defensive Anchor,33.1,31.6,1.5,98.5,3,0
Papu Gómez,1718,Atalanta,ITA-Serie A,"MF,FW",29.0,2750,Creative Playmaker,Ball Progressor,36.9,23.7,13.2,86.8,2,1
Remo Freuler,1718,Atalanta,ITA-Serie A,MF,25.0,3006,Box-to-Box Engine,Defensive Anchor,41.3,20.8,20.5,79.5,3,0
Cristiano Lombardi,1718,Benevento,ITA-Serie A,"MF,DF",21.0,1112,Ball Progressor,Defensive Anchor,36.5,23.7,12.8,87.2,1,0
Danilo Cataldi,1718,Benevento,ITA-Serie A,MF,22.0,2282,Box-to-Box Engine,Ball Progressor,29.3,26.1,3.2,96.8,3,1
Enrico Brignola,1718,Benevento,ITA-Serie A,"MF,FW",18.0,1347,Ball Progressor,Creative Playmaker,38.1,21.9,16.2,83.8,1,2
Filip Đuričić,1718,Benevento,ITA-Serie A,"MF,FW",25.0,971,Ball Progressor,Box-to-Box Engine,29.9,24.3,5.6,94.4,1,3
Guilherme,1718,Benevento,ITA-Serie A,"MF,FW",26.0,2639,Ball Progressor,Creative Playmaker,32.0,27.7,4.3,95.7,1,2
Guilherme,1718,Benevento,ITA-Serie A,"MF,FW",26.0,944,Ball Progressor,Creative Playmaker,32.0,27.7,4.3,95.7,1,2
Ledian Memushaj,1718,Benevento,ITA-Serie A,MF,30.0,1258,Box-to-Box Engine,Defensive Anchor,30.3,27.7,2.6,97.4,3,0
Marco D'Alessandro,1718,Benevento,ITA-Serie A,"MF,FW",26.0,1043,Ball Progressor,Creative Playmaker,30.9,26.3,4.6,95.4,1,2
Nicolas Viola,1718,Benevento,ITA-Serie A,MF,27.0,1850,Box-to-Box Engine,Ball Progressor,34.9,22.7,12.2,87.8,3,1
Raman Chibsah,1718,Benevento,ITA-Serie A,MF,24.0,1048,Defensive Anchor,Ball Progressor,34.0,28.4,5.6,94.4,0,1
Sandro,1718,Benevento,ITA-Serie A,MF,28.0,1153,Defensive Anchor,Box-to-Box Engine,37.0,25.1,11.9,88.1,0,3
Andrea Poli,1718,Bologna,ITA-Serie A,MF,27.0,2543,Defensive Anchor,Ball Progressor,34.1,25.4,8.7,91.3,0,1
Blerim Džemaili,1718,Bologna,ITA-Serie A,"MF,FW",31.0,1193,Defensive Anchor,Ball Progressor,30.2,28.1,2.1,97.9,0,1
Erick Pulgar,1718,Bologna,ITA-Serie A,MF,23.0,2770,Defensive Anchor,Box-to-Box Engine,34.7,29.4,5.3,94.7,0,3
Godfred Donsah,1718,Bologna,ITA-Serie A,MF,21.0,1794,Defensive Anchor,Ball Progressor,30.8,28.2,2.6,97.4,0,1
Artur Ioniță,1718,Cagliari,ITA-Serie A,MF,26.0,2669,Defensive Anchor,Ball Progressor,36.9,27.4,9.5,90.5,0,1
João Pedro,1718,Cagliari,ITA-Serie A,"MF,FW",25.0,1656,Ball Progressor,Defensive Anchor,35.4,23.5,11.9,88.1,1,0
Luca Cigarini,1718,Cagliari,ITA-Serie A,MF,31.0,2024,Box-to-Box Engine,Defensive Anchor,36.9,24.1,12.8,87.2,3,0
Nicolò Barella,1718,Cagliari,ITA-Serie A,MF,20.0,2955,Box-to-Box Engine,Defensive Anchor,32.0,28.8,3.2,96.8,3,0
Emanuele Giaccherini,1718,Chievo,ITA-Serie A,"MF,FW",32.0,903,Ball Progressor,Creative Playmaker,29.3,25.7,3.6,96.4,1,2
Ivan Radovanović,1718,Chievo,ITA-Serie A,MF,28.0,3140,Defensive Anchor,Box-to-Box Engine,39.8,26.0,13.8,86.2,0,3
Lucas Castro,1718,Chievo,ITA-Serie A,MF,28.0,1985,Box-to-Box Engine,Ball Progressor,31.0,25.0,6.0,94.0,3,1
Nicola Rigoni,1718,Chievo,ITA-Serie A,MF,26.0,933,Defensive Anchor,Box-to-Box Engine,39.0,23.9,15.1,84.9,0,3
Përparim Hetemaj,1718,Chievo,ITA-Serie A,MF,30.0,2415,Defensive Anchor,Ball Progressor,28.6,27.4,1.2,98.8,0,1
Samuel Bastien,1718,Chievo,ITA-Serie A,MF,20.0,1355,Defensive Anchor,Ball Progressor,33.0,30.0,3.0,97.0,0,1
Valter Birsa,1718,Chievo,ITA-Serie A,"MF,FW",30.0,2504,Creative Playmaker,Ball Progressor,34.1,25.9,8.2,91.8,2,1
Adrian Stoian,1718,Crotone,ITA-Serie A,"MF,FW",26.0,2133,Ball Progressor,Box-to-Box Engine,29.9,25.5,4.4,95.6,1,3
Andrea Barberis,1718,Crotone,ITA-Serie A,MF,23.0,3029,Defensive Anchor,Ball Progressor,40.5,23.1,17.4,82.6,0,1
Marcus Rohdén,1718,Crotone,ITA-Serie A,MF,26.0,1632,Defensive Anchor,Ball Progressor,31.7,31.4,0.3,99.7,0,1
Rolando Mandragora,1718,Crotone,ITA-Serie A,MF,20.0,3240,Defensive Anchor,Box-to-Box Engine,40.5,23.3,17.2,82.8,0,3
Bryan Dabo,1718,Fiorentina,ITA-Serie A,MF,25.0,1284,Defensive Anchor,Box-to-Box Engine,31.9,28.3,3.6,96.4,0,3
Carlos Sánchez,1718,Fiorentina,ITA-Serie A,"MF,DF",31.0,1122,Defensive Anchor,Box-to-Box Engine,31.4,26.8,4.6,95.4,0,3
Jordan Veretout,1718,Fiorentina,ITA-Serie A,MF,24.0,3209,Box-to-Box Engine,Ball Progressor,37.7,22.0,15.7,84.3,3,1
Marco Benassi,1718,Fiorentina,ITA-Serie A,"MF,FW",22.0,2782,Ball Progressor,Box-to-Box Engine,36.4,22.2,14.2,85.8,1,3
Milan Badelj,1718,Fiorentina,ITA-Serie A,MF,28.0,2351,Box-to-Box Engine,Defensive Anchor,33.1,26.7,6.4,93.6,3,0
Riccardo Saponara,1718,Fiorentina,ITA-Serie A,"MF,FW",25.0,900,Creative Playmaker,Box-to-Box Engine,32.8,24.6,8.2,91.8,2,3
Andrea Bertolacci,1718,Genoa,ITA-Serie A,MF,26.0,2895,Defensive Anchor,Box-to-Box Engine,36.6,29.0,7.6,92.4,0,3
Daniel Bessa,1718,Genoa,ITA-Serie A,MF,24.0,1389,Ball Progressor,Creative Playmaker,29.5,25.2,4.3,95.7,1,2
Federico Ricci,1718,Genoa,ITA-Serie A,MF,23.0,921,Ball Progressor,Creative Playmaker,31.4,24.2,7.2,92.8,1,2
Luca Rigoni,1718,Genoa,ITA-Serie A,MF,32.0,1574,Ball Progressor,Defensive Anchor,29.9,28.3,1.6,98.4,1,0
Miguel Veloso,1718,Genoa,ITA-Serie A,MF,31.0,1734,Defensive Anchor,Box-to-Box Engine,31.6,31.5,0.1,99.9,0,3
Oscar Hiljemark,1718,Genoa,ITA-Serie A,MF,25.0,1279,Creative Playmaker,Ball Progressor,27.4,27.1,0.3,99.7,2,1
Bruno Zuculini,1718,Hellas Verona,ITA-Serie A,MF,24.0,1216,Defensive Anchor,Box-to-Box Engine,33.6,25.7,7.9,92.1,0,3
Daniel Bessa,1718,Hellas Verona,ITA-Serie A,"MF,FW",24.0,1389,Ball Progressor,Box-to-Box Engine,30.6,25.0,5.6,94.4,1,3
Marcel Büchel,1718,Hellas Verona,ITA-Serie A,MF,26.0,1696,Defensive Anchor,Box-to-Box Engine,39.1,23.9,15.2,84.8,0,3
Marco Fossati,1718,Hellas Verona,ITA-Serie A,MF,24.0,1101,Defensive Anchor,Box-to-Box Engine,34.4,28.0,6.4,93.6,0,3
Mattia Valoti,1718,Hellas Verona,ITA-Serie A,"MF,FW",23.0,1577,Defensive Anchor,Ball Progressor,33.8,24.5,9.3,90.7,0,1
Rômulo,1718,Hellas Verona,ITA-Serie A,"MF,DF",30.0,3168,Ball Progressor,Box-to-Box Engine,29.2,25.8,3.4,96.6,1,3
Borja Valero,1718,Inter,ITA-Serie A,MF,32.0,2564,Box-to-Box Engine,Ball Progressor,32.4,23.8,8.6,91.4,3,1
João Mário,1718,Inter,ITA-Serie A,"MF,FW",24.0,1022,Creative Playmaker,Box-to-Box Engine,35.6,23.3,12.3,87.7,2,3
Marcelo Brozović,1718,Inter,ITA-Serie A,MF,24.0,1926,Creative Playmaker,Box-to-Box Engine,30.8,28.1,2.7,97.3,2,3
Matías Vecino,1718,Inter,ITA-Serie A,MF,25.0,2137,Box-to-Box Engine,Ball Progressor,39.8,21.1,18.7,81.3,3,1
Rafinha,1718,Inter,ITA-Serie A,MF,24.0,1851,Creative Playmaker,Box-to-Box Engine,35.0,25.3,9.7,90.3,2,3
Rafinha,1718,Inter,ITA-Serie A,MF,24.0,1043,Creative Playmaker,Box-to-Box Engine,35.0,25.3,9.7,90.3,2,3
Roberto Gagliardini,1718,Inter,ITA-Serie A,MF,23.0,1988,Defensive Anchor,Box-to-Box Engine,32.2,31.1,1.1,98.9,0,3
Blaise Matuidi,1718,Juventus,ITA-Serie A,MF,30.0,2354,Defensive Anchor,Ball Progressor,32.6,27.3,5.3,94.7,0,1
Miralem Pjanić,1718,Juventus,ITA-Serie A,MF,27.0,2484,Box-to-Box Engine,Creative Playmaker,32.3,22.8,9.5,90.5,3,2
Paulo Dybala,1718,Juventus,ITA-Serie A,"MF,FW",23.0,2353,Creative Playmaker,Ball Progressor,33.8,24.9,8.9,91.1,2,1
Sami Khedira,1718,Juventus,ITA-Serie A,MF,30.0,1912,Ball Progressor,Defensive Anchor,30.2,25.4,4.8,95.2,1,0
Lucas Leiva,1718,Lazio,ITA-Serie A,MF,30.0,2882,Box-to-Box Engine,Defensive Anchor,34.2,27.8,6.4,93.6,3,0
Marco Parolo,1718,Lazio,ITA-Serie A,MF,32.0,2612,Defensive Anchor,Ball Progressor,30.2,28.2,2.0,98.0,0,1
Sergej Milinković-Savić,1718,Lazio,ITA-Serie A,MF,22.0,2844,Creative Playmaker,Box-to-Box Engine,32.4,25.7,6.7,93.3,2,3
Franck Kessié,1718,Milan,ITA-Serie A,MF,20.0,3264,Ball Progressor,Creative Playmaker,31.0,25.3,5.7,94.3,1,2
Giacomo Bonaventura,1718,Milan,ITA-Serie A,MF,27.0,2541,Creative Playmaker,Ball Progressor,28.4,27.9,0.5,99.5,2,1
Lucas Biglia,1718,Milan,ITA-Serie A,MF,31.0,2039,Box-to-Box Engine,Defensive Anchor,33.1,28.9,4.2,95.8,3,0
Riccardo Montolivo,1718,Milan,ITA-Serie A,MF,32.0,1087,Box-to-Box Engine,Defensive Anchor,32.5,29.2,3.3,96.7,3,0
Allan,1718,Napoli,ITA-Serie A,MF,26.0,2850,Box-to-Box Engine,Ball Progressor,31.6,24.5,7.1,92.9,3,1
Jorginho,1718,Napoli,ITA-Serie A,MF,25.0,2650,Box-to-Box Engine,Defensive Anchor,37.0,22.3,14.7,85.3,3,0
Marek Hamšík,1718,Napoli,ITA-Serie A,MF,30.0,2371,Creative Playmaker,Box-to-Box Engine,32.0,26.1,5.9,94.1,2,3
Piotr Zieliński,1718,Napoli,ITA-Serie A,"MF,FW",23.0,1667,Creative Playmaker,Box-to-Box Engine,30.0,27.0,3.0,97.0,2,3
Daniele De Rossi,1718,Roma,ITA-Serie A,MF,34.0,1829,Box-to-Box Engine,Defensive Anchor,31.6,30.9,0.7,99.3,3,0
Gerson,1718,Roma,ITA-Serie A,"MF,FW",20.0,909,Ball Progressor,Box-to-Box Engine,30.6,26.7,3.9,96.1,1,3
Kevin Strootman,1718,Roma,ITA-Serie A,MF,27.0,2258,Box-to-Box Engine,Defensive Anchor,36.0,24.4,11.6,88.4,3,0
Lorenzo Pellegrini,1718,Roma,ITA-Serie A,MF,21.0,1797,Box-to-Box Engine,Creative Playmaker,28.6,26.3,2.3,97.7,3,2
Maxime Gonalons,1718,Roma,ITA-Serie A,MF,28.0,1096,Box-to-Box Engine,Defensive Anchor,34.1,28.9,5.2,94.8,3,0
